item,name,location,country,countryLabel
http://www.wikidata.org/entity/Q11194540,國立東華大學,Point(121.543577777 23.893905555),http://www.wikidata.org/entity/Q865,Taiwan
http://www.wikidata.org/entity/Q538452,Babeș–Bolyai Tudományegyetem,Point(23.591111111 46.767777777),http://www.wikidata.org/entity/Q218,Romania
http://www.wikidata.org/entity/Q738236,சிங்கப்பூர் தேசிய பல்கலைக்கழகம்,Point(103.7763939 1.2966426),http://www.wikidata.org/entity/Q334,Singapore
http://www.wikidata.org/entity/Q489331,숭실대학,Point(126.95627 37.496295),http://www.wikidata.org/entity/Q28233,Korean Empire
http://www.wikidata.org/entity/Q49115,Cornell University,Point(-76.483055555 42.447222222),http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q153265,University of Cincinnati,Point(-84.5155 39.132),http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q49210,New York University,Point(-73.995 40.73),http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q13371,Harvard University,Point(-71.116943888 42.374443888),http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q39988,延世大學校,Point(126.936944444 37.560277777),http://www.wikidata.org/entity/Q884,South Korea
http://www.wikidata.org/entity/Q13140628,Delta State University Abraka,Point(3.38611 6.51667),http://www.wikidata.org/entity/Q1033,Nigeria
http://www.wikidata.org/entity/Q738236,新加坡国立大学,Point(103.7763939 1.2966426),http://www.wikidata.org/entity/Q334,Singapore
http://www.wikidata.org/entity/Q489331,숭실대학,Point(126.95627 37.496295),http://www.wikidata.org/entity/Q188712,Empire of Japan
http://www.wikidata.org/entity/Q842909,William Marsh Rice University,Point(-95.402777777 29.716944444),http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q599316,New School,Point(-73.99704 40.73534),http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q538452,Universitatea Babeş-Bolyai,Point(23.591111111 46.767777777),http://www.wikidata.org/entity/Q218,Romania
http://www.wikidata.org/entity/Q489331,숭실대학교,Point(126.95627 37.496295),http://www.wikidata.org/entity/Q28233,Korean Empire
http://www.wikidata.org/entity/Q489331,숭실전문학교,Point(126.95627 37.496295),http://www.wikidata.org/entity/Q28233,Korean Empire
http://www.wikidata.org/entity/Q489331,숭실학당,Point(126.95627 37.496295),http://www.wikidata.org/entity/Q28233,Korean Empire
http://www.wikidata.org/entity/Q489331,숭전대학교,Point(126.95627 37.496295),http://www.wikidata.org/entity/Q28233,Korean Empire
http://www.wikidata.org/entity/Q39988,Yonsei University,Point(126.936944444 37.560277777),http://www.wikidata.org/entity/Q884,South Korea
http://www.wikidata.org/entity/Q738236,Universiti Kebangsaan Singapura,Point(103.776666666 1.295555555),http://www.wikidata.org/entity/Q334,Singapore
http://www.wikidata.org/entity/Q489331,숭실대학교,Point(126.95627 37.496295),http://www.wikidata.org/entity/Q188712,Empire of Japan
http://www.wikidata.org/entity/Q489331,숭실전문학교,Point(126.95627 37.496295),http://www.wikidata.org/entity/Q188712,Empire of Japan
http://www.wikidata.org/entity/Q489331,숭실학당,Point(126.95627 37.496295),http://www.wikidata.org/entity/Q188712,Empire of Japan
http://www.wikidata.org/entity/Q489331,숭전대학교,Point(126.95627 37.496295),http://www.wikidata.org/entity/Q188712,Empire of Japan
http://www.wikidata.org/entity/Q190080,Carnegie Mellon University,Point(-79.943333333 40.4425),http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q738236,National University of Singapore,Point(103.7763939 1.2966426),http://www.wikidata.org/entity/Q334,Singapore
http://www.wikidata.org/entity/Q49088,Columbia University,Point(-73.961944444 40.8075),http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q482663,강릉원주대학교,Point(128.870138888 37.768778055),http://www.wikidata.org/entity/Q884,South Korea
http://www.wikidata.org/entity/Q4614,University of Southern California,Point(-118.285278 34.021667),http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q49112,Yale University,Point(-72.926666666 41.311111111),http://www.wikidata.org/entity/Q30,United States of America
http://www.wikidata.org/entity/Q84151,Київський національний університет імені Тараса Шевченка,Point(30.511314 50.441903),http://www.wikidata.org/entity/Q212,Ukraine
http://www.wikidata.org/entity/Q756126,Orta Doğu Teknik Üniversitesi,Point(32.784722222 39.891388888),http://www.wikidata.org/entity/Q43,Turkey
http://www.wikidata.org/entity/Q11194540,National Dong Hwa University,Point(121.543577777 23.893905555),http://www.wikidata.org/entity/Q865,Taiwan
http://www.wikidata.org/entity/Q738236,சிங்கப்பூர் தேசிய பல்கலைக்கழகம்,Point(103.776666666 1.295555555),http://www.wikidata.org/entity/Q334,Singapore
http://www.wikidata.org/entity/Q489331,숭실대학,Point(126.95627 37.496295),http://www.wikidata.org/entity/Q884,South Korea
http://www.wikidata.org/entity/Q39988,연세대학교,Point(126.936944444 37.560277777),http://www.wikidata.org/entity/Q884,South Korea
http://www.wikidata.org/entity/Q9380725,WSB University,Point(19.1906 50.3286),http://www.wikidata.org/entity/Q36,Poland
http://www.wikidata.org/entity/Q27988140,New School,Point(-73.997038888 40.735338888),http://www.wikidata.org/entity/Q30,United States of America
